1559820777.1875 0.001 -0.0
1559820777.296875 0.001 -0.0
1559820777.390625 0.001 -0.0
1559820777.5 0.001 -0.0
1559820777.609375 0.001 -0.0
1559820777.71875 0.001 -0.0
1559820777.8125 0.0 -0.0
1559820777.921875 0.001 -0.0
1559820778.03125 0.001 -0.0
1559820778.125 0.001 -0.0
1559820778.234375 0.001 -0.0
1559820778.34375 0.001 -0.0
1559820778.453125 0.001 -0.0
1559820778.546875 0.0 -0.0
1559820778.65625 0.0 -0.0
1559820778.765625 0.001 -0.0
1559820778.859375 0.0 -0.0
1559820778.96875 0.001 -0.0
1559820779.0625 0.0 -0.0
1559820779.171875 0.0 -0.0
1559820779.28125 0.001 -0.0
1559820779.375 0.001 -0.0
1559820779.484375 0.001 -0.0
1559820779.59375 0.001 -0.0
1559820779.703125 0.001 -0.0
1559820779.796875 0.001 -0.0
1559820779.90625 0.001 -0.0
1559820780.015625 0.0 -0.0
1559820780.109375 0.001 -0.0
1559820780.21875 0.001 -0.0
1559820780.328125 0.001 -0.0
1559820780.4375 0.001 -0.0
1559820780.546875 0.001 -0.0
1559820780.640625 0.001 -0.0
1559820780.75 0.001 -0.0
1559820780.859375 0.0 -0.0
1559820780.953125 0.001 -0.0
1559820781.0625 0.001 -0.0
1559820781.171875 0.001 -0.0
1559820781.28125 0.001 -0.0
1559820781.375 0.001 -0.0
1559820781.484375 0.001 -0.0
1559820781.59375 0.0 -0.0
1559820781.6875 0.001 -0.0
1559820781.796875 0.001 -0.0
1559820781.90625 0.001 -0.0
1559820782.015625 0.001 -0.0
1559820782.109375 0.001 -0.0
1559820782.21875 0.001 -0.0
1559820782.328125 0.001 -0.0
1559820782.4375 0.001 -0.0
1559820782.53125 0.0 -0.0
1559820782.640625 0.001 -0.0
1559820782.75 0.001 -0.0
1559820782.859375 0.001 -0.0
1559820782.953125 0.001 -0.0
1559820783.0625 0.001 -0.0
1559820783.171875 0.001 -0.0
1559820783.28125 0.001 -0.0
1559820783.375 0.001 -0.0
1559820783.484375 0.001 -0.0
1559820783.59375 0.001 -0.0
1559820783.703125 0.001 -0.0
1559820783.796875 0.001 -0.0
1559820783.90625 0.0 -0.0
1559820784.015625 0.001 -0.0
1559820784.109375 0.001 -0.0
1559820784.21875 0.001 -0.0
1559820784.328125 0.001 -0.0
1559820784.421875 0.0 -0.0
1559820784.53125 0.0 -0.0
1559820784.640625 0.0 -0.0
1559820784.734375 0.001 -0.0
1559820784.84375 0.001 -0.0
1559820784.953125 0.0 -0.0
1559820785.046875 0.001 -0.0
1559820785.15625 0.001 -0.0
1559820785.265625 0.001 -0.0
1559820785.375 0.001 -0.0
1559820785.46875 0.001 -0.0
1559820785.578125 0.001 -0.0
1559820785.6875 0.001 -0.0
1559820785.796875 0.001 -0.0
1559820785.890625 0.001 -0.0
1559820786.0 0.001 -0.0
1559820786.109375 0.0 -0.0
1559820786.203125 0.001 -0.0
1559820786.3125 0.0 -0.0
1559820786.421875 0.001 -0.0
1559820786.515625 0.001 -0.0
1559820786.625 0.001 -0.0
1559820786.734375 0.0 -0.0
1559820786.84375 0.001 -0.0
1559820786.9375 0.001 -0.0
1559820787.046875 0.0 -0.0
1559820787.15625 0.001 -0.0
1559820787.25 0.001 -0.0
1559820787.359375 0.001 -0.0
1559820787.46875 0.001 -0.0
1559820787.5625 0.0 -0.0
1559820787.671875 0.001 -0.0
1559820787.78125 0.001 -0.0
1559820787.890625 0.001 -0.0
1559820787.984375 0.0 -0.0
1559820788.09375 0.0 -0.0
1559820788.1875 0.0 -0.0
1559820788.296875 0.0 -0.0
1559820788.390625 0.0 -0.0
1559820788.5 0.001 -0.0
1559820788.609375 0.001 -0.0
1559820788.703125 0.0 -0.0
1559820788.8125 0.0 -0.0
1559820788.921875 0.001 -0.0
1559820789.015625 0.001 -0.0
1559820789.125 0.001 -0.0
1559820789.234375 0.001 -0.0
1559820789.34375 0.001 -0.0
1559820789.4375 0.001 -0.0
1559820789.546875 0.001 -0.0
1559820789.65625 0.001 -0.0
1559820789.765625 0.001 -0.0
1559820789.859375 0.001 -0.0
1559820789.96875 0.001 -0.0
1559820790.078125 0.0 -0.0
1559820790.171875 0.001 -0.0
1559820790.28125 0.001 -0.0
1559820790.390625 0.001 -0.0
1559820790.5 0.001 -0.0
1559820790.59375 0.001 -0.0
1559820790.703125 0.001 -0.0
1559820790.8125 0.001 -0.0
1559820790.921875 0.0 -0.0
1559820791.015625 0.001 -0.0
1559820791.125 0.001 -0.0
1559820791.234375 0.001 -0.0
1559820791.34375 0.001 -0.0
1559820791.4375 0.0 -0.0
1559820791.546875 0.001 -0.0
1559820791.65625 0.001 -0.0
1559820791.75 0.001 -0.0
1559820791.859375 0.001 -0.0
1559820791.96875 0.001 -0.0
1559820792.078125 0.001 -0.0
1559820792.171875 0.0 -0.0
1559820792.28125 0.001 -0.0
1559820792.390625 0.001 -0.0
1559820792.484375 0.001 -0.0
1559820792.59375 0.001 -0.0
1559820792.703125 0.001 -0.0
1559820792.796875 0.0 -0.0
1559820792.90625 0.001 -0.0
1559820793.015625 0.001 -0.0
1559820793.125 0.001 -0.0
1559820793.234375 0.001 -0.0
1559820793.328125 0.001 -0.0
1559820793.4375 0.001 -0.0
1559820793.546875 0.001 -0.0
1559820793.65625 0.001 -0.0
1559820793.75 0.001 -0.0
1559820793.859375 0.001 -0.0
1559820793.96875 0.001 -0.0
1559820794.078125 0.001 -0.0
1559820794.171875 0.001 -0.0
1559820794.28125 0.0 -0.0
1559820794.390625 0.001 -0.0
1559820794.484375 0.001 -0.0
1559820794.59375 0.001 -0.0
1559820794.703125 0.001 -0.0
1559820794.8125 0.001 -0.0
1559820794.90625 0.0 -0.0
1559820795.015625 0.001 -0.0
1559820795.125 0.001 -0.0
1559820795.234375 0.001 -0.0
1559820795.328125 0.001 -0.0
1559820795.4375 0.0 -0.0
1559820795.53125 0.0 -0.0
1559820795.640625 0.001 -0.0
1559820795.75 0.001 -0.0
1559820795.84375 0.0 -0.0
1559820795.953125 0.001 -0.0
1559820796.0625 0.001 -0.0
1559820796.15625 0.0 -0.0
1559820796.265625 0.001 -0.0
1559820796.375 0.001 -0.0
1559820796.484375 0.001 -0.0
1559820796.578125 0.001 -0.0
